,species,genus,family,species.relative,genus.relative
16865,Commicarpus squarrosus,Commicarpus,Nyctaginaceae,NA,Commicarpus
16866,Phaeoptilum spinosum,Phaeoptilum,Nyctaginaceae,NA,Phaeoptilum
16867,Pisonia aculeata,Pisonia,Nyctaginaceae,NA,Pisonia
16868,Mirabilis jalapa,Mirabilis,Nyctaginaceae,NA,Mirabilis
16869,Nymphaea heudelotii,Nymphaea,Nymphaeaceae,NA,Nymphaea
16870,Nymphaea lotus,Nymphaea,Nymphaeaceae,NA,Nymphaea
16871,Nymphaea maculata,Nymphaea,Nymphaeaceae,NA,Nymphaea
16872,Nymphaea micrantha,Nymphaea,Nymphaeaceae,NA,Nymphaea
16873,Nymphaea nouchalii,Nymphaea,Nymphaeaceae,NA,Nymphaea
16874,Nymphaea rufescens,Nymphaea,Nymphaeaceae,NA,Nymphaea
16875,Nymphaea stuhlmannii,Nymphaea,Nymphaeaceae,NA,Nymphaea
16876,Nymphaea sulphurea,Nymphaea,Nymphaeaceae,NA,Nymphaea
16877,Nymphaea nouchali,Nymphaea,Nymphaeaceae,NA,Nymphaea
16878,Brackenridgea arenaria,Brackenridgea,Ochnaceae,NA,Brackenridgea
16879,Brackenridgea zanguebarica,Brackenridgea,Ochnaceae,NA,Brackenridgea
16880,Campylospermum amplectens,Campylospermum,Ochnaceae,NA,Campylospermum
16881,Campylospermum andongensis,Campylospermum,Ochnaceae,NA,Campylospermum
16882,Campylospermum auriculatum,Campylospermum,Ochnaceae,NA,Campylospermum
16883,Campylospermum bukobense,Campylospermum,Ochnaceae,NA,Campylospermum
16884,Campylospermum cabrae,Campylospermum,Ochnaceae,NA,Campylospermum
16885,Campylospermum calanthum,Campylospermum,Ochnaceae,NA,Campylospermum
16886,Campylospermum claessensii,Campylospermum,Ochnaceae,NA,Campylospermum
16887,Campylospermum congestum,Campylospermum,Ochnaceae,NA,Campylospermum
16888,Campylospermum costatum,Campylospermum,Ochnaceae,NA,Campylospermum
16889,Campylospermum densiflorum,Campylospermum,Ochnaceae,NA,Campylospermum
16890,Campylospermum descoingsii,Campylospermum,Ochnaceae,NA,Campylospermum
16891,Campylospermum duparquetianum,Campylospermum,Ochnaceae,NA,Campylospermum
16892,Campylospermum dybovskii,Campylospermum,Ochnaceae,NA,Campylospermum
16893,Campylospermum elongatum,Campylospermum,Ochnaceae,NA,Campylospermum
16894,Campylospermum engama,Campylospermum,Ochnaceae,NA,Campylospermum
16895,Campylospermum excavatum,Campylospermum,Ochnaceae,NA,Campylospermum
16896,Campylospermum flavum,Campylospermum,Ochnaceae,NA,Campylospermum
16897,Campylospermum gabonensis,Campylospermum,Ochnaceae,NA,Campylospermum
16898,Campylospermum glaberrimum,Campylospermum,Ochnaceae,NA,Campylospermum
16899,Campylospermum glaucifolium,Campylospermum,Ochnaceae,NA,Campylospermum
16900,Campylospermum glaucum,Campylospermum,Ochnaceae,NA,Campylospermum
16901,Campylospermum glomeratum,Campylospermum,Ochnaceae,NA,Campylospermum
16902,Campylospermum hiernii,Campylospermum,Ochnaceae,NA,Campylospermum
16903,Campylospermum klainei,Campylospermum,Ochnaceae,NA,Campylospermum
16904,Campylospermum laeve,Campylospermum,Ochnaceae,NA,Campylospermum
16905,Campylospermum laxiflorum,Campylospermum,Ochnaceae,NA,Campylospermum
16906,Campylospermum likimiense,Campylospermum,Ochnaceae,NA,Campylospermum
16907,Campylospermum longestipulatum,Campylospermum,Ochnaceae,NA,Campylospermum
16908,Campylospermum louisii,Campylospermum,Ochnaceae,NA,Campylospermum
16909,Campylospermum lunzuensis,Campylospermum,Ochnaceae,NA,Campylospermum
16910,Campylospermum lutambensis,Campylospermum,Ochnaceae,NA,Campylospermum
16911,Campylospermum mannii,Campylospermum,Ochnaceae,NA,Campylospermum
16912,Campylospermum monticola,Campylospermum,Ochnaceae,NA,Campylospermum
16913,Campylospermum nutans,Campylospermum,Ochnaceae,NA,Campylospermum
16914,Campylospermum occidentalis,Campylospermum,Ochnaceae,NA,Campylospermum
16915,Campylospermum oliveri,Campylospermum,Ochnaceae,NA,Campylospermum
16916,Campylospermum oliverianum,Campylospermum,Ochnaceae,NA,Campylospermum
16917,Campylospermum paucinervatum,Campylospermum,Ochnaceae,NA,Campylospermum
16918,Campylospermum plicatum,Campylospermum,Ochnaceae,NA,Campylospermum
16919,Campylospermum reticulatum,Campylospermum,Ochnaceae,NA,Campylospermum
16920,Campylospermum sacleuxii,Campylospermum,Ochnaceae,NA,Campylospermum
16921,Campylospermum scheffleri,Campylospermum,Ochnaceae,NA,Campylospermum
16922,Campylospermum schoenleinianum,Campylospermum,Ochnaceae,NA,Campylospermum
16923,Campylospermum squamosum,Campylospermum,Ochnaceae,NA,Campylospermum
16924,Campylospermum subcordatum,Campylospermum,Ochnaceae,NA,Campylospermum
16925,Campylospermum sulcatum,Campylospermum,Ochnaceae,NA,Campylospermum
16926,Campylospermum umbricola,Campylospermum,Ochnaceae,NA,Campylospermum
16927,Campylospermum vogelii,Campylospermum,Ochnaceae,NA,Campylospermum
16928,Campylospermum warneckei,Campylospermum,Ochnaceae,NA,Campylospermum
16929,Fleurydora felicis,Fleurydora,Ochnaceae,NA,Fleurydora
16930,Idertia axillaris,Idertia,Ochnaceae,NA,Idertia
16931,Lophira alata,Lophira,Ochnaceae,NA,Lophira
16932,Lophira lanceolata,Lophira,Ochnaceae,NA,Lophira
16933,Ochna afzelii,Ochna,Ochnaceae,NA,Ochna
16934,Ochna angustata,Ochna,Ochnaceae,NA,Ochna
16935,Ochna apetala,Ochna,Ochnaceae,NA,Ochna
16936,Ochna arborea,Ochna,Ochnaceae,NA,Ochna
16937,Ochna atropurpurea,Ochna,Ochnaceae,NA,Ochna
16938,Ochna barbosae,Ochna,Ochnaceae,NA,Ochna
16939,Ochna beirensis,Ochna,Ochnaceae,NA,Ochna
16940,Ochna bracteosa,Ochna,Ochnaceae,NA,Ochna
16941,Ochna braunii,Ochna,Ochnaceae,NA,Ochna
16942,Ochna calodendron,Ochna,Ochnaceae,NA,Ochna
16943,Ochna cinnabarina,Ochna,Ochnaceae,NA,Ochna
16944,Ochna citrina,Ochna,Ochnaceae,NA,Ochna
16945,Ochna confusa,Ochna,Ochnaceae,NA,Ochna
16946,Ochna cyanophylla,Ochna,Ochnaceae,NA,Ochna
16947,Ochna gambleoides,Ochna,Ochnaceae,NA,Ochna
16948,Ochna glauca,Ochna,Ochnaceae,NA,Ochna
16949,Ochna hackarsii,Ochna,Ochnaceae,NA,Ochna
16950,Ochna hiernii,Ochna,Ochnaceae,NA,Ochna
16951,Ochna holstii,Ochna,Ochnaceae,NA,Ochna
16952,Ochna holtzii,Ochna,Ochnaceae,NA,Ochna
16953,Ochna inermis,Ochna,Ochnaceae,NA,Ochna
16954,Ochna insculpta,Ochna,Ochnaceae,NA,Ochna
16955,Ochna katangensis,Ochna,Ochnaceae,NA,Ochna
16956,Ochna kirkii,Ochna,Ochnaceae,NA,Ochna
16957,Ochna latisepala,Ochna,Ochnaceae,NA,Ochna
16958,Ochna leptoclada,Ochna,Ochnaceae,NA,Ochna
16959,Ochna leucophloeos,Ochna,Ochnaceae,NA,Ochna
16960,Ochna macrocalyx,Ochna,Ochnaceae,NA,Ochna
16961,Ochna manikensis,Ochna,Ochnaceae,NA,Ochna
16962,Ochna mannii,Ochna,Ochnaceae,NA,Ochna
16963,Ochna membranacea,Ochna,Ochnaceae,NA,Ochna
16964,Ochna monantha,Ochna,Ochnaceae,NA,Ochna
16965,Ochna mossambicensis,Ochna,Ochnaceae,NA,Ochna
16966,Ochna multiflora,Ochna,Ochnaceae,NA,Ochna
16967,Ochna natalitia,Ochna,Ochnaceae,NA,Ochna
16968,Ochna ovata,Ochna,Ochnaceae,NA,Ochna
16969,Ochna oxyphylla,Ochna,Ochnaceae,NA,Ochna
16970,Ochna polyarthra,Ochna,Ochnaceae,NA,Ochna
16971,Ochna polyneura,Ochna,Ochnaceae,NA,Ochna
16972,Ochna pretoriensis,Ochna,Ochnaceae,NA,Ochna
16973,Ochna pseudoprocera,Ochna,Ochnaceae,NA,Ochna
16974,Ochna puberula,Ochna,Ochnaceae,NA,Ochna
16975,Ochna pulchra,Ochna,Ochnaceae,NA,Ochna
16976,Ochna pygmaea,Ochna,Ochnaceae,NA,Ochna
16977,Ochna rhizomatosa,Ochna,Ochnaceae,NA,Ochna
16978,Ochna richardsiae,Ochna,Ochnaceae,NA,Ochna
16979,Ochna rovumensis,Ochna,Ochnaceae,NA,Ochna
16980,Ochna schliebenii,Ochna,Ochnaceae,NA,Ochna
16981,Ochna schweinfurthiana,Ochna,Ochnaceae,NA,Ochna
16982,Ochna staudtii,Ochna,Ochnaceae,NA,Ochna
16983,Ochna stolzii,Ochna,Ochnaceae,NA,Ochna
16984,Ochna thomasiana,Ochna,Ochnaceae,NA,Ochna
16985,Rhabdophyllum affine,Rhabdophyllum,Ochnaceae,NA,Rhabdophyllum
16986,Rhabdophyllum arnoldianum,Rhabdophyllum,Ochnaceae,NA,Rhabdophyllum
16987,Rhabdophyllum calophyllum,Rhabdophyllum,Ochnaceae,NA,Rhabdophyllum
16988,Rhabdophyllum crassipedicellatum,Rhabdophyllum,Ochnaceae,NA,Rhabdophyllum
16989,Rhabdophyllum letestui,Rhabdophyllum,Ochnaceae,NA,Rhabdophyllum
16990,Rhabdophyllum rigidum,Rhabdophyllum,Ochnaceae,NA,Rhabdophyllum
16991,Rhabdophyllum thonneri,Rhabdophyllum,Ochnaceae,NA,Rhabdophyllum
16992,Rhabdophyllum welwitschii,Rhabdophyllum,Ochnaceae,NA,Rhabdophyllum
16993,Sauvagesia africana,Sauvagesia,Ochnaceae,NA,Sauvagesia
16994,Sauvagesia erecta,Sauvagesia,Ochnaceae,NA,Sauvagesia
16995,Testulea gabonensis,Testulea,Ochnaceae,NA,Testulea
16996,Anacolosa uncifera,Anacolosa,Olacaceae,NA,Anacolosa
16997,Aptandra zenkeri,Aptandra,Olacaceae,NA,Aptandra
16998,Coula edulis,Coula,Olacaceae,NA,Coula
16999,Diogoa retivenia,Diogoa,Olacaceae,NA,Diogoa
17000,Diogoa zenkeri,Diogoa,Olacaceae,NA,Diogoa
17001,Engomegoma gordonii,Engomegoma,Olacaceae,NA,Engomegoma
17002,Heisteria parvifolia,Heisteria,Olacaceae,NA,Heisteria
17003,Heisteria trillesiana,Heisteria,Olacaceae,NA,Heisteria
17004,Heisteria zimmereri,Heisteria,Olacaceae,NA,Heisteria
17005,Octoknema affinis,Octoknema,Olacaceae,NA,Octoknema
17006,Octoknema aruwimiensis,Octoknema,Olacaceae,NA,Octoknema
17007,Octoknema bakossiensis,Octoknema,Olacaceae,NA,Octoknema
17008,Octoknema belingensis,Octoknema,Olacaceae,NA,Octoknema
17009,Octoknema borealis,Octoknema,Olacaceae,NA,Octoknema
17010,Octoknema chailluensis,Octoknema,Olacaceae,NA,Octoknema
17011,Octoknema dinklagei,Octoknema,Olacaceae,NA,Octoknema
17012,Octoknema esekensis,Octoknema,Olacaceae,NA,Octoknema
17013,Octoknema genovefae,Octoknema,Olacaceae,NA,Octoknema
17014,Octoknema kivuensis,Octoknema,Olacaceae,NA,Octoknema
17015,Octoknema klaineana,Octoknema,Olacaceae,NA,Octoknema
17016,Octoknema ogoouensis,Octoknema,Olacaceae,NA,Octoknema
17017,Octoknema orientalis,Octoknema,Olacaceae,NA,Octoknema
17018,Olax angustifolia,Olax,Olacaceae,NA,Olax
17019,Olax aschersoniana,Olax,Olacaceae,NA,Olax
17020,Olax dissitiflora,Olax,Olacaceae,NA,Olax
17021,Olax gambecola,Olax,Olacaceae,NA,Olax
17022,Olax latifolia,Olax,Olacaceae,NA,Olax
17023,Olax mannii,Olax,Olacaceae,NA,Olax
17024,Olax obtusifolia,Olax,Olacaceae,NA,Olax
17025,Olax pentandra,Olax,Olacaceae,NA,Olax
17026,Olax staudtii,Olax,Olacaceae,NA,Olax
17027,Olax subscorpioidea,Olax,Olacaceae,NA,Olax
17028,Olax triplinervia,Olax,Olacaceae,NA,Olax
17029,Olax wildemanii,Olax,Olacaceae,NA,Olax
17030,Ongokea gore,Ongokea,Olacaceae,NA,Ongokea
17031,Ptychopetalum anceps,Ptychopetalum,Olacaceae,NA,Ptychopetalum
17032,Ptychopetalum petiolatum,Ptychopetalum,Olacaceae,NA,Ptychopetalum
17033,Strombosia fleuryana,Strombosia,Olacaceae,NA,Strombosia
17034,Strombosia gossweileri,Strombosia,Olacaceae,NA,Strombosia
17035,Strombosia grandifolia,Strombosia,Olacaceae,NA,Strombosia
17036,Strombosia nigropunctata,Strombosia,Olacaceae,NA,Strombosia
17037,Strombosia pustulata,Strombosia,Olacaceae,NA,Strombosia
17038,Strombosia scheffleri,Strombosia,Olacaceae,NA,Strombosia
17039,Strombosia zenkeri,Strombosia,Olacaceae,NA,Strombosia
17040,Strombosiopsis nana,Strombosiopsis,Olacaceae,NA,Strombosiopsis
17041,Strombosiopsis pentamera,Strombosiopsis,Olacaceae,NA,Strombosiopsis
17042,Strombosiopsis sereinii,Strombosiopsis,Olacaceae,NA,Strombosiopsis
17043,Strombosiopsis tetrandra,Strombosiopsis,Olacaceae,NA,Strombosiopsis
17044,Chionanthus africanus,Chionanthus,Oleaceae,NA,Chionanthus
17045,Chionanthus battiscombei,Chionanthus,Oleaceae,NA,Chionanthus
17046,Chionanthus camptoneurus,Chionanthus,Oleaceae,NA,Chionanthus
17047,Chionanthus foveolatus,Chionanthus,Oleaceae,NA,Chionanthus
17048,Chionanthus mannii,Chionanthus,Oleaceae,NA,Chionanthus
17049,Chionanthus mildbraedii,Chionanthus,Oleaceae,NA,Chionanthus
17050,Chionanthus niloticus,Chionanthus,Oleaceae,NA,Chionanthus
17051,Chionanthus richardsiae,Chionanthus,Oleaceae,NA,Chionanthus
17052,Jasminum abyssinicum,Jasminum,Oleaceae,NA,Jasminum
17053,Jasminum angulare,Jasminum,Oleaceae,NA,Jasminum
17054,Jasminum bakeri,Jasminum,Oleaceae,NA,Jasminum
17055,Jasminum brachyscyphum,Jasminum,Oleaceae,NA,Jasminum
17056,Jasminum cuneatum,Jasminum,Oleaceae,NA,Jasminum
17057,Jasminum dichotomum,Jasminum,Oleaceae,NA,Jasminum
17058,Jasminum eminii,Jasminum,Oleaceae,NA,Jasminum
17059,Jasminum fluminense,Jasminum,Oleaceae,NA,Jasminum
17060,Jasminum glaucum,Jasminum,Oleaceae,NA,Jasminum
17061,Jasminum grandiflorum,Jasminum,Oleaceae,NA,Jasminum
17062,Jasminum kagoje,Jasminum,Oleaceae,NA,Jasminum
17063,Jasminum kerstingii,Jasminum,Oleaceae,NA,Jasminum
17064,Jasminum kwangense,Jasminum,Oleaceae,NA,Jasminum
17065,Jasminum meyeri-johannis,Jasminum,Oleaceae,NA,Jasminum
17066,Jasminum multipartitum,Jasminum,Oleaceae,NA,Jasminum
17067,Jasminum nardydorum,Jasminum,Oleaceae,NA,Jasminum
17068,Jasminum obtusifolium,Jasminum,Oleaceae,NA,Jasminum
17069,Jasminum odoratissimum,Jasminum,Oleaceae,NA,Jasminum
17070,Jasminum pauciflorum,Jasminum,Oleaceae,NA,Jasminum
17071,Jasminum preussii,Jasminum,Oleaceae,NA,Jasminum
17072,Jasminum punctulatum,Jasminum,Oleaceae,NA,Jasminum
17073,Jasminum schimperi,Jasminum,Oleaceae,NA,Jasminum
17074,Jasminum stans,Jasminum,Oleaceae,NA,Jasminum
17075,Jasminum stenolobum,Jasminum,Oleaceae,NA,Jasminum
17076,Jasminum streptopus,Jasminum,Oleaceae,NA,Jasminum
17077,Jasminum thomense,Jasminum,Oleaceae,NA,Jasminum
17078,Jasminum verdickii,Jasminum,Oleaceae,NA,Jasminum
17079,Jasminum sambac,Jasminum,Oleaceae,NA,Jasminum
17080,Menodora heterophylla,Menodora,Oleaceae,NA,Menodora
17081,Olea capensis,Olea,Oleaceae,NA,Olea
17082,Olea europaea,Olea,Oleaceae,NA,Olea
17083,Olea exasperata,Olea,Oleaceae,NA,Olea
17084,Olea laperrinei,Olea,Oleaceae,NA,Olea
17085,Olea welwitschii,Olea,Oleaceae,NA,Olea
17086,Olea woodiana,Olea,Oleaceae,NA,Olea
17087,Schrebera alata,Schrebera,Oleaceae,NA,Schrebera
17088,Schrebera arborea,Schrebera,Oleaceae,NA,Schrebera
17089,Schrebera argyrotricha,Schrebera,Oleaceae,NA,Schrebera
17090,Schrebera trichoclada,Schrebera,Oleaceae,NA,Schrebera
17091,Noronhia mildbraedii,Noronhia,Oleaceae,NA,Noronhia
17092,Chrysojasminum stans,Chrysojasminum,Oleaceae,NA,Chrysojasminum
17093,Epilobium capense,Epilobium,Onagraceae,NA,Epilobium
17094,Epilobium hirsutum,Epilobium,Onagraceae,NA,Epilobium
17095,Epilobium salignum,Epilobium,Onagraceae,NA,Epilobium
17096,Epilobium stereophyllum,Epilobium,Onagraceae,NA,Epilobium
17097,Ludwigia abyssinica,Ludwigia,Onagraceae,NA,Ludwigia
17098,Ludwigia adscendens,Ludwigia,Onagraceae,NA,Ludwigia
17099,Ludwigia africana,Ludwigia,Onagraceae,NA,Ludwigia
17100,Ludwigia brenanii,Ludwigia,Onagraceae,NA,Ludwigia
17101,Ludwigia decurrens,Ludwigia,Onagraceae,NA,Ludwigia
17102,Ludwigia erecta,Ludwigia,Onagraceae,NA,Ludwigia
17103,Ludwigia hyssopifolia,Ludwigia,Onagraceae,NA,Ludwigia
17104,Ludwigia jussiaeoides,Ludwigia,Onagraceae,NA,Ludwigia
17105,Ludwigia leptocarpa,Ludwigia,Onagraceae,NA,Ludwigia
17106,Ludwigia octovalvis,Ludwigia,Onagraceae,NA,Ludwigia
17107,Ludwigia perennis,Ludwigia,Onagraceae,NA,Ludwigia
17108,Ludwigia senegalensis,Ludwigia,Onagraceae,NA,Ludwigia
17109,Ludwigia stenorraphe,Ludwigia,Onagraceae,NA,Ludwigia
17110,Oenothera affinis,Oenothera,Onagraceae,NA,Oenothera
17111,Oenothera tetraptera,Oenothera,Onagraceae,NA,Oenothera
17112,Botrychium chamaeconium,Botrychium,Ophioglossaceae,NA,Botrychium
17113,Ophioglossum capense,Ophioglossum,Ophioglossaceae,NA,Ophioglossum
17114,Ophioglossum costatum,Ophioglossum,Ophioglossaceae,NA,Ophioglossum
17115,Ophioglossum gomezianum,Ophioglossum,Ophioglossaceae,NA,Ophioglossum
17116,Ophioglossum gramineum,Ophioglossum,Ophioglossaceae,NA,Ophioglossum
17117,Ophioglossum lancifolium,Ophioglossum,Ophioglossaceae,NA,Ophioglossum
17118,Ophioglossum latifolium,Ophioglossum,Ophioglossaceae,NA,Ophioglossum
17119,Ophioglossum louisii,Ophioglossum,Ophioglossaceae,NA,Ophioglossum
17120,Ophioglossum lusoafricanum,Ophioglossum,Ophioglossaceae,NA,Ophioglossum
17121,Ophioglossum polyphyllum,Ophioglossum,Ophioglossaceae,NA,Ophioglossum
17122,Ophioglossum reticulatum,Ophioglossum,Ophioglossaceae,NA,Ophioglossum
17123,Ophioglossum rubellum,Ophioglossum,Ophioglossaceae,NA,Ophioglossum
17124,Ophioglossum thomassii,Ophioglossum,Ophioglossaceae,NA,Ophioglossum
17125,Ophioglossum nudicaule,Ophioglossum,Ophioglossaceae,NA,Ophioglossum
17126,Ophioglossum thomasii,Ophioglossum,Ophioglossaceae,NA,Ophioglossum
17127,Opilia amentacea,Opilia,Opiliaceae,NA,Opilia
17128,Opilia campestris,Opilia,Opiliaceae,NA,Opilia
17129,Pentarhopalopilia marquesii,Pentarhopalopilia,Opiliaceae,NA,Pentarhopalopilia
17130,Pentarhopalopilia umbellulata,Pentarhopalopilia,Opiliaceae,NA,Pentarhopalopilia
17131,Rhopalopilia altescandens,Rhopalopilia,Opiliaceae,NA,Rhopalopilia
17132,Rhopalopilia hallei,Rhopalopilia,Opiliaceae,NA,Rhopalopilia
17133,Rhopalopilia pallens,Rhopalopilia,Opiliaceae,NA,Rhopalopilia
17134,Urobotrya congolana,Urobotrya,Opiliaceae,NA,Urobotrya
17135,Urobotrya sparsiflora,Urobotrya,Opiliaceae,NA,Urobotrya
17136,Acampe pachyglossa,Acampe,Orchidaceae,NA,Acampe
17137,Acampe rigida,Acampe,Orchidaceae,NA,Acampe
17138,Aerangis aff. hologlotis sp. nov.,Aerangis,Orchidaceae,NA,Aerangis
17139,Aerangis alcicornis,Aerangis,Orchidaceae,NA,Aerangis
17140,Aerangis appendiculata,Aerangis,Orchidaceae,NA,Aerangis
17141,Aerangis arachnopus,Aerangis,Orchidaceae,NA,Aerangis
17142,Aerangis biloba,Aerangis,Orchidaceae,NA,Aerangis
17143,Aerangis brachycarpa,Aerangis,Orchidaceae,NA,Aerangis
17144,Aerangis calantha,Aerangis,Orchidaceae,NA,Aerangis
17145,Aerangis carnea,Aerangis,Orchidaceae,NA,Aerangis
17146,Aerangis collum-cygni,Aerangis,Orchidaceae,NA,Aerangis
17147,Aerangis confusa,Aerangis,Orchidaceae,NA,Aerangis
17148,Aerangis coriacea,Aerangis,Orchidaceae,NA,Aerangis
17149,Aerangis distincta,Aerangis,Orchidaceae,NA,Aerangis
17150,Aerangis flexuosa,Aerangis,Orchidaceae,NA,Aerangis
17151,Aerangis gracillima,Aerangis,Orchidaceae,NA,Aerangis
17152,Aerangis gravenreuthii,Aerangis,Orchidaceae,NA,Aerangis
17153,Aerangis hologlottis,Aerangis,Orchidaceae,NA,Aerangis
17154,Aerangis jacksonii,Aerangis,Orchidaceae,NA,Aerangis
17155,Aerangis kirkii,Aerangis,Orchidaceae,NA,Aerangis
17156,Aerangis kotschyana,Aerangis,Orchidaceae,NA,Aerangis
17157,Aerangis luteoalba,Aerangis,Orchidaceae,NA,Aerangis
17158,Aerangis megaphylla,Aerangis,Orchidaceae,NA,Aerangis
17159,Aerangis montana,Aerangis,Orchidaceae,NA,Aerangis
17160,Aerangis mystacidii,Aerangis,Orchidaceae,NA,Aerangis
17161,Aerangis oligantha,Aerangis,Orchidaceae,NA,Aerangis
17162,Aerangis somalensis,Aerangis,Orchidaceae,NA,Aerangis
17163,Aerangis splendida,Aerangis,Orchidaceae,NA,Aerangis
17164,Aerangis stelligera,Aerangis,Orchidaceae,NA,Aerangis
17165,Aerangis thomsonii,Aerangis,Orchidaceae,NA,Aerangis
17166,Aerangis ugandensis,Aerangis,Orchidaceae,NA,Aerangis
17167,Aerangis verdickii,Aerangis,Orchidaceae,NA,Aerangis
17168,Ancistrochilus rothschildianus,Ancistrochilus,Orchidaceae,NA,Ancistrochilus
17169,Ancistrochilus thomsonianus,Ancistrochilus,Orchidaceae,NA,Ancistrochilus
17170,Ancistrorhynchus akeassiae,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17171,Ancistrorhynchus brevifolius,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17172,Ancistrorhynchus capitatus,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17173,Ancistrorhynchus cephalotes,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17174,Ancistrorhynchus clandestinus,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17175,Ancistrorhynchus constrictus,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17176,Ancistrorhynchus crystalensis,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17177,Ancistrorhynchus laxiflorus,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17178,Ancistrorhynchus metteniae,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17179,Ancistrorhynchus obovata,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17180,Ancistrorhynchus ovatus,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17181,Ancistrorhynchus parviflorus,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17182,Ancistrorhynchus recurvus,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17183,Ancistrorhynchus refractus,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17184,Ancistrorhynchus schumannii,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17185,Ancistrorhynchus serratus,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17186,Ancistrorhynchus spec. nov aff. straussii,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17187,Ancistrorhynchus straussii,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17188,Ancistrorhynchus tenuicaulis,Ancistrorhynchus,Orchidaceae,NA,Ancistrorhynchus
17189,Angraecopsis amaniensis,Angraecopsis,Orchidaceae,NA,Angraecopsis
17190,Angraecopsis breviloba,Angraecopsis,Orchidaceae,NA,Angraecopsis
17191,Angraecopsis cryptantha,Angraecopsis,Orchidaceae,NA,Angraecopsis
17192,Angraecopsis dolabriformis,Angraecopsis,Orchidaceae,NA,Angraecopsis
17193,Angraecopsis elliptica,Angraecopsis,Orchidaceae,NA,Angraecopsis
17194,Angraecopsis gracillima,Angraecopsis,Orchidaceae,NA,Angraecopsis
17195,Angraecopsis hallei,Angraecopsis,Orchidaceae,NA,Angraecopsis
17196,Angraecopsis holochila,Angraecopsis,Orchidaceae,NA,Angraecopsis
17197,Angraecopsis ischnopus,Angraecopsis,Orchidaceae,NA,Angraecopsis
17198,Angraecopsis lisowskii,Angraecopsis,Orchidaceae,NA,Angraecopsis
17199,Angraecopsis lovettii,Angraecopsis,Orchidaceae,NA,Angraecopsis
17200,Angraecopsis magnicalcar,Angraecopsis,Orchidaceae,NA,Angraecopsis
17201,Angraecopsis malawiensis,Angraecopsis,Orchidaceae,NA,Angraecopsis
17202,Angraecopsis parva,Angraecopsis,Orchidaceae,NA,Angraecopsis
17203,Angraecopsis parviflora,Angraecopsis,Orchidaceae,NA,Angraecopsis
17204,Angraecopsis pusilla,Angraecopsis,Orchidaceae,NA,Angraecopsis
17205,Angraecopsis tenerrima,Angraecopsis,Orchidaceae,NA,Angraecopsis
17206,Angraecopsis thomensis,Angraecopsis,Orchidaceae,NA,Angraecopsis
17207,Angraecopsis tridens,Angraecopsis,Orchidaceae,NA,Angraecopsis
17208,Angraecum aff. aporoides sp. nov. 1,Angraecum,Orchidaceae,NA,Angraecum
17209,Angraecum affine,Angraecum,Orchidaceae,NA,Angraecum
17210,Angraecum angustipetalum,Angraecum,Orchidaceae,NA,Angraecum
17211,Angraecum angustum,Angraecum,Orchidaceae,NA,Angraecum
17212,Angraecum aporoides,Angraecum,Orchidaceae,NA,Angraecum
17213,Angraecum astroarche,Angraecum,Orchidaceae,NA,Angraecum
17214,Angraecum atlanticum,Angraecum,Orchidaceae,NA,Angraecum
17215,Angraecum bancoense,Angraecum,Orchidaceae,NA,Angraecum
17216,Angraecum birrimense,Angraecum,Orchidaceae,NA,Angraecum
17217,Angraecum biteaui sp. nov. ined.,Angraecum,Orchidaceae,NA,Angraecum
17218,Angraecum chamaeanthus,Angraecum,Orchidaceae,NA,Angraecum
17219,Angraecum claessensii,Angraecum,Orchidaceae,NA,Angraecum
17220,Angraecum conchiferum,Angraecum,Orchidaceae,NA,Angraecum
17221,Angraecum cribbianum,Angraecum,Orchidaceae,NA,Angraecum
17222,Angraecum cultriforme,Angraecum,Orchidaceae,NA,Angraecum
17223,Angraecum curvipes,Angraecum,Orchidaceae,NA,Angraecum
17224,Angraecum decipiens,Angraecum,Orchidaceae,NA,Angraecum
17225,Angraecum distichum,Angraecum,Orchidaceae,NA,Angraecum
17226,Angraecum doratophyllum,Angraecum,Orchidaceae,NA,Angraecum
17227,Angraecum eburneum,Angraecum,Orchidaceae,NA,Angraecum
17228,Angraecum egertonii,Angraecum,Orchidaceae,NA,Angraecum
